"medidor[-posRuido]"
"1",7.59
"2",7.6
"3",7.82
"4",8.17
"5",8.16
"6",8.16
"7",8.21
"8",8.21
"9",8.19
"10",8.17
"11",8.16
"12",8.14
"13",8.13
"14",8.11
"15",8.08
"16",8.06
"17",8.04
"18",8.02
"19",8
"20",7.99
"21",7.97
"22",7.95
"23",7.93
"24",7.91
"25",7.89
"26",7.87
"27",7.85
"28",7.84
"29",7.81
"30",7.8
"31",7.78
"32",7.77
"33",7.75
"34",7.73
"35",7.72
"36",7.7
"37",7.68
"38",7.67
"39",7.66
"40",7.65
"41",7.65
"42",7.64
"43",7.63
"44",7.62
"45",7.61
"46",7.6
"47",7.59
"48",7.58
"49",7.57
"50",7.56
"51",7.56
"52",7.55
"53",7.53
"54",7.52
"55",7.51
"56",7.51
"57",7.51
"58",7.5
"59",7.49
"60",7.48
"61",7.47
"62",7.46
"63",7.45
"64",7.44
"65",7.44
"66",7.43
"67",7.41
"68",7.41
"69",7.41
"70",7.4
"71",7.42
"72",7.47
"73",7.47
"74",7.46
"75",7.46
"76",7.45
"77",7.45
"78",7.44
"79",7.43
"80",7.43
"81",7.41
"82",7.4
"83",7.39
"84",7.39
"85",7.39
"86",7.38
"87",7.37
"88",7.36
"89",7.36
"90",7.35
"91",7.35
"92",7.33
"93",7.32
"94",7.31
"95",7.3
"96",7.3
"97",7.29
"98",7.29
"99",7.28
"100",7.27
"101",7.26
"102",7.25
"103",7.24
"104",7.24
"105",7.22
"106",7.22
"107",7.21
"108",7.21
"109",7.2
"110",7.19
"111",7.19
"112",7.2
"113",7.21
"114",7.21
"115",7.21
"116",7.2
"117",7.19
"118",7.18
"119",7.18
"120",7.17
"121",7.16
"122",7.15
"123",7.14
"124",7.13
"125",7.12
"126",7.11
"127",7.1
"128",7.1
"129",7.07
"130",7.06
"131",7.04
"132",7.03
"133",7.02
"134",7.01
"135",6.99
"136",6.97
"137",6.94
"138",6.92
"139",6.9
"140",6.87
"141",6.83
"142",6.79
"143",6.75
"144",6.71
"145",6.66
"146",6.62
"147",6.58
"148",6.54
"149",6.51
"150",6.48
"151",6.45
"152",6.42
"153",6.38
"154",6.35
"155",6.34
"156",6.42
"157",6.38
"158",6.34
"159",6.31
"160",6.29
"161",6.28
"162",6.26
"163",6.24
"164",6.22
"165",6.19
"166",6.17
"167",6.14
"168",6.12
"169",6.19
"170",6.29
"171",6.4
"172",6.36
"173",6.32
"174",6.28
"175",6.26
"176",6.23
"177",6.2
"178",6.17
"179",6.15
"180",6.13
"181",6.22
"182",6.22
"183",6.27
"184",6.26
"185",6.22
"186",6.18
"187",6.16
"188",6.14
"189",6.21
"190",6.18
"191",6.14
"192",6.1
"193",6.07
"194",6.04
"195",6.02
"196",6
"197",6.03
"198",6.05
"199",6.05
"200",6.01
"201",6.04
"202",6.18
"203",6.21
"204",6.17
"205",6.13
"206",6.1
"207",6.13
"208",6.16
"209",6.25
"210",6.41
"211",6.39
"212",6.38
"213",6.34
"214",6.34
"215",6.42
"216",6.49
"217",6.58
"218",6.66
"219",6.77
"220",6.78
"221",6.84
"222",6.84
"223",6.82
"224",6.81
"225",6.79
"226",6.77
"227",6.75
"228",6.79
"229",6.79
"230",6.85
"231",6.96
"232",7
"233",7
"234",6.99
"235",6.99
"236",6.97
"237",6.96
"238",7.01
"239",7.02
"240",7.05
"241",7.11
"242",7.13
"243",7.12
"244",7.17
"245",7.22
"246",7.21
"247",7.2
"248",7.19
"249",7.17
"250",7.15
"251",7.13
"252",7.11
"253",7.1
"254",7.08
"255",7.13
"256",7.24
"257",7.33
"258",7.39
"259",7.42
"260",7.44
"261",7.43
"262",7.42
"263",7.42
"264",7.41
"265",7.47
"266",7.52
"267",7.5
"268",7.49
"269",7.5
"270",7.49
"271",7.49
"272",7.48
"273",7.48
"274",7.47
"275",7.48
"276",7.49
"277",7.51
"278",7.51
"279",7.51
"280",7.51
"281",7.5
"282",7.49
"283",7.49
"284",7.49
"285",7.49
"286",7.49
"287",7.48
"288",7.47
"289",7.47
"290",7.47
"291",7.47
"292",7.45
"293",7.47
"294",7.51
"295",7.55
"296",7.6
"297",7.63
"298",7.74
"299",7.87
"300",7.93
"301",7.93
"302",7.93
"303",7.93
"304",7.96
"305",7.95
"306",7.94
"307",7.92
"308",7.91
"309",7.92
"310",7.92
"311",7.92
"312",7.97
"313",8.06
"314",8.39
"315",8.47
"316",8.46
"317",8.45
"318",8.43
"319",8.41
"320",8.42
"321",8.42
"322",8.4
"323",8.38
"324",8.38
"325",8.38
"326",8.36
"327",8.34
"328",8.32
"329",8.33
"330",8.35
"331",8.34
"332",8.33
"333",8.32
"334",8.37
"335",8.42
"336",8.53
"337",8.72
"338",8.73
"339",8.74
"340",8.76
"341",8.76
"342",8.74
"343",8.71
"344",8.68
"345",8.66
"346",8.65
"347",8.62
"348",8.6
"349",8.58
"350",8.56
"351",8.6
"352",8.6
"353",8.57
"354",8.55
"355",8.53
"356",8.5
"357",8.48
"358",8.46
"359",8.44
"360",8.42
"361",8.4
"362",8.37
"363",8.35
"364",8.33
"365",8.31
"366",8.29
"367",8.27
"368",8.25
"369",8.23
"370",8.2
"371",8.18
"372",8.16
"373",8.14
"374",8.11
"375",8.09
"376",8.07
"377",8.05
"378",8.04
"379",8.02
"380",8
"381",7.99
"382",7.99
"383",8.01
"384",8.01
"385",8
"386",8
"387",7.99
"388",7.98
"389",7.96
"390",7.95
"391",7.94
"392",7.92
"393",7.91
"394",7.9
"395",7.89
"396",7.88
"397",7.86
"398",7.85
"399",7.84
"400",7.83
"401",7.81
"402",7.81
"403",7.8
"404",7.78
"405",7.77
"406",7.76
"407",7.75
"408",7.78
"409",7.78
"410",7.79
"411",7.77
"412",7.76
"413",7.74
"414",7.73
